log10(M_*[Msun]),sSFR[1/yr](20Myr),sSFR[1/yr](1Gyr),log10(M_HI[Msun]),sigma_*(<0.8kpc)[km/s],log10(M_BH[Msun])
8.0996,NaN,NaN,9.142,0,-Inf
8.0237,NaN,NaN,9.2164,0,-Inf
8.3467,0,7.1911e-11,9.1653,0,-Inf
8.3001,0,1.629e-10,9.2344,0,-Inf
8.2256,0,1.4108e-10,9.0945,0,-Inf
8.495,0,1.2881e-10,9.1763,0,-Inf
8.0406,NaN,NaN,9.1402,0,-Inf
8.1641,0,3.6102e-11,9.1976,0,-Inf
8.1121,NaN,NaN,9.2061,0,-Inf
8.0603,NaN,NaN,9.2242,0,-Inf
8.0544,NaN,NaN,9.1572,0,-Inf
8.0482,NaN,NaN,9.2658,0,-Inf
8.086,NaN,NaN,9.121,0,-Inf
8.0564,NaN,NaN,9.1563,0,-Inf
8.0438,NaN,NaN,9.2361,0,-Inf
8.2664,0,8.7983e-11,9.0188,0,-Inf
8.3063,0,1.416e-10,9.2998,0,-Inf
8.1189,NaN,NaN,9.1512,0,-Inf
8.2097,0,5.3969e-11,9.2726,0,-Inf
8.0203,NaN,NaN,9.2329,0,-Inf
8.2403,0,2.7598e-11,9.2416,0,-Inf
8.0322,NaN,NaN,9.2493,0,-Inf
8.0629,NaN,NaN,9.2042,0,-Inf
8.4262,0,1.1737e-11,9.1047,0,-Inf
8.2369,5.727e-10,1.1016e-10,9.2776,0,-Inf
8.1407,NaN,NaN,9.2077,0,-Inf
8.4089,0,9.9628e-11,9.1946,0,-Inf
8.0718,NaN,NaN,9.2759,0,-Inf
8.006,NaN,NaN,9.1827,0,-Inf
8.4425,0,1.7688e-11,9.128,0,-Inf
8.1487,NaN,NaN,9.286,0,-Inf
8.3154,0,1.0399e-10,9.2179,0,-Inf
8.3536,0,8.5224e-11,9.3083,0,-Inf
8.4599,0,3.4837e-11,9.2464,0,-Inf
8.2664,5.2599e-10,5.4446e-11,9.2513,0,-Inf
8.0547,NaN,NaN,9.0003,0,-Inf
8.7014,0,2.4769e-11,9.2396,0,-Inf
8.0931,NaN,NaN,9.3046,0,-Inf
8.0789,NaN,NaN,9.3284,0,-Inf
8.2335,0,9.2811e-11,9.1368,0,-Inf
8.2184,0,1.0432e-10,9.2096,0,-Inf
8.1737,0,1.2654e-10,9.1084,0,-Inf
8.0029,NaN,NaN,9.2583,0,-Inf
8.118,NaN,NaN,9.1309,0,-Inf
8.2693,0,4.8546e-11,9.1826,0,-Inf
8.1602,0,6.2255e-11,9.2393,0,-Inf
8.0791,NaN,NaN,9.2628,0,-Inf
8.1632,0,5.0751e-11,9.2368,0,-Inf
8.2093,0,3.4055e-11,9.234,0,-Inf
8.0359,NaN,NaN,9.2613,0,-Inf
8.2476,0,7.8076e-11,9.1632,0,-Inf
8.3966,0,2.8398e-11,9.1482,0,-Inf
8.3382,3.1808e-10,1.1674e-10,9.2062,0,-Inf
8.2083,0,7.0983e-11,9.2252,0,-Inf
8.0976,NaN,NaN,9.1714,0,-Inf
8.1799,0,3.4548e-11,9.1949,0,-Inf
8.3501,4.3448e-10,7.0077e-11,9.3746,0,-Inf
8.2205,0,4.0517e-11,9.1363,0,-Inf
8.3303,0,7.5742e-12,9.2761,0,-Inf
8.2081,0,4.1066e-11,9.2573,0,-Inf
8.0741,NaN,NaN,9.1193,0,-Inf
8.0645,NaN,NaN,9.2194,0,-Inf
8.2531,0,6.3735e-11,9.316,0,-Inf
8.3005,0,8.2389e-11,9.2213,0,-Inf
8.1404,NaN,NaN,9.2315,0,-Inf
8.1654,0,3.5102e-11,9.1122,0,-Inf
8.0072,NaN,NaN,9.2315,0,-Inf
8.1749,7.7226e-10,1.4675e-10,9.2546,0,-Inf
8.0076,NaN,NaN,9.1069,0,-Inf
8.1963,0,3.3467e-11,9.1143,0,-Inf
8.1585,0,3.1567e-11,9.1911,0,-Inf
8.2877,0,7.2567e-11,9.2867,0,-Inf
8.0515,NaN,NaN,9.2242,0,-Inf
8.3636,0,6.9289e-11,9.275,0,-Inf
8.0245,NaN,NaN,9.2233,0,-Inf
8.011,NaN,NaN,9.253,0,-Inf
8.0724,NaN,NaN,9.1267,0,-Inf
8.339,0,1.2643e-10,9.2857,0,6.0419
8.1435,NaN,NaN,9.1386,0,-Inf
8.2259,0,9.5947e-11,9.2307,0,-Inf
8.1561,0,3.6658e-11,9.228,0,-Inf
8.1428,NaN,NaN,9.2463,0,-Inf
8.5609,0,6.8324e-11,9.2325,0,-Inf
8.0917,NaN,NaN,9.2224,0,-Inf
8.1833,0,1.1426e-10,9.2443,0,-Inf
8.0785,NaN,NaN,9.1859,0,-Inf
8.1135,NaN,NaN,9.202,0,-Inf
8.0934,NaN,NaN,9.2335,0,-Inf
8.2434,0,5.9351e-11,9.22,0,-Inf
8.3518,0,3.1663e-11,9.3091,0,-Inf
8.3701,0,1.4535e-11,8.8765,0,5.9706
8.1067,NaN,NaN,9.2571,0,-Inf
8.6267,0,2.6651e-11,9.0684,0,-Inf
8.335,0,5.5335e-11,9.2225,0,-Inf
8.4285,0,2.9228e-11,9.3402,0,-Inf
8.1606,0,1.2227e-10,9.2134,0,-Inf
8.0604,NaN,NaN,8.9016,0,-Inf
8.1633,0,4.4107e-11,9.2088,0,-Inf
8.1294,NaN,NaN,9.2687,0,-Inf
8.3784,4.1605e-10,6.0893e-11,9.2579,0,-Inf
8.4459,0,7.9355e-11,9.1439,0,-Inf
8.0042,NaN,NaN,9.2436,0,-Inf
8.0062,NaN,NaN,9.2219,0,-Inf
8.2177,0,6.4725e-11,9.2201,0,-Inf
8.0153,NaN,NaN,9.1442,0,-Inf
8.2141,0,9.2668e-11,9.1789,0,-Inf
8.9817,0,2.004e-12,8.7148,0,-Inf
8.096,NaN,NaN,9.2029,0,-Inf
8.1222,NaN,NaN,9.2054,0,-Inf
8.2021,0,9.8282e-11,9.1885,0,-Inf
8.0458,NaN,NaN,9.2194,0,-Inf
8.3414,0,6.6993e-11,9.2354,0,-Inf
8.073,NaN,NaN,9.2301,0,-Inf
8.4884,0,4.0642e-11,8.9956,0,-Inf
8.1247,NaN,NaN,9.2244,0,-Inf
8.1621,0,3.6646e-11,9.2054,0,-Inf
8.0764,NaN,NaN,9.1868,0,-Inf
8.0093,NaN,NaN,9.2591,0,-Inf
8.136,NaN,NaN,9.2091,0,-Inf
8.127,NaN,NaN,9.242,0,-Inf
8.0687,NaN,NaN,9.1932,0,-Inf
8.1523,NaN,NaN,9.1119,0,-Inf
8.0887,NaN,NaN,9.187,0,-Inf
8.025,NaN,NaN,9.1929,0,-Inf
8.1145,NaN,NaN,9.3221,0,-Inf
8.1302,NaN,NaN,9.244,0,-Inf
8.4274,0,2.8866e-11,8.9397,0,-Inf
8.0114,NaN,NaN,9.1668,0,-Inf
8.0267,NaN,NaN,9.1686,0,-Inf
8.1377,NaN,NaN,9.217,0,-Inf
8.1974,3.0132e-10,1.2591e-10,9.1887,0,-Inf
8.3128,0,1.2457e-10,9.294,0,-Inf
8.0898,NaN,NaN,9.1984,0,-Inf
8.1622,0,6.3229e-11,9.1645,0,-Inf
8.0288,NaN,NaN,9.2977,0,-Inf
8.2656,0,2.0251e-11,9.1862,0,-Inf
8.0616,NaN,NaN,9.0527,0,-Inf
8.4103,0,6.68e-11,9.2298,0,-Inf
8.3663,0,6.339e-11,9.2174,0,-Inf
8.1272,NaN,NaN,9.2135,0,-Inf
8.2383,0,2.93e-11,9.1668,0,-Inf
8.0451,NaN,NaN,9.1828,0,-Inf
8.0296,NaN,NaN,9.2343,0,-Inf
8.1578,0,1.2415e-11,9.0362,0,-Inf
8.1366,NaN,NaN,9.2019,0,-Inf
8.2214,0,2.9415e-11,9.2935,0,-Inf
8.3512,0,6.4448e-11,9.1986,0,-Inf
8.1069,NaN,NaN,9.212,0,-Inf
8.1114,NaN,NaN,9.1488,0,-Inf
8.4376,0,2.5737e-11,9.1328,0,-Inf
8.0627,NaN,NaN,9.2233,0,-Inf
8.0706,NaN,NaN,9.2331,0,-Inf
8.1121,NaN,NaN,9.2023,0,-Inf
8.1585,0,6.2336e-11,9.1956,0,-Inf
8.0402,NaN,NaN,9.2768,0,-Inf
8.0365,NaN,NaN,9.2043,0,-Inf
8.1529,0,3.798e-11,9.14,0,-Inf
8.2341,0,7.7226e-11,9.2262,0,-Inf
8.2401,0,7.7446e-11,9.1878,0,-Inf
8.2454,0,1.1422e-10,9.2892,0,-Inf
8.2997,0,1.0622e-10,9.3162,0,-Inf
8.1527,0,6.9411e-11,9.1869,0,-Inf
8.0367,NaN,NaN,9.1891,0,-Inf
8.4133,0,1.2507e-10,9.4048,0,-Inf
8.04,NaN,NaN,9.2131,0,-Inf
8.0552,NaN,NaN,9.2121,0,-Inf
8.0195,NaN,NaN,9.1656,0,-Inf
8.1964,0,1.0056e-10,9.1995,0,-Inf
8.1321,NaN,NaN,9.1805,0,-Inf
8.2184,0,7.9517e-11,9.2323,0,-Inf
8.389,0,3.8867e-11,8.9291,0,-Inf
8.0282,NaN,NaN,9.2295,0,-Inf
8.1034,NaN,NaN,9.2765,0,-Inf
8.0702,NaN,NaN,9.2309,0,-Inf
8.1761,0,5.4176e-11,9.2908,0,-Inf
8.1887,0,4.1471e-11,9.202,0,-Inf
8.1912,0,1.0066e-10,9.217,0,-Inf
8.0327,NaN,NaN,9.3093,0,-Inf
8.1997,0,2.0456e-11,9.2415,0,-Inf
8.3727,0,1.3721e-10,9.2905,0,-Inf
8.1682,6.3523e-10,7.4358e-11,9.2102,0,-Inf
8.1063,NaN,NaN,9.2277,0,-Inf
8.0822,NaN,NaN,9.1767,0,-Inf
8.0168,NaN,NaN,9.1575,0,-Inf
8.067,NaN,NaN,9.2121,0,-Inf
8.1772,0,4.3629e-11,9.1677,0,-Inf
8.1819,0,1.4363e-10,9.2305,0,-Inf
8.046,NaN,NaN,9.2098,0,-Inf
8.0413,NaN,NaN,9.2472,0,-Inf
8.2603,0,3.6103e-11,9.1828,0,-Inf
8.4931,0,6.6162e-11,9.2262,0,6.4004
8.2469,0,2.7718e-11,9.2955,0,-Inf
8.4687,0,8.0801e-11,9.2981,0,-Inf
8.1915,0,5.9393e-11,9.1198,0,-Inf
8.1669,0,9.0179e-11,9.188,0,-Inf
8.1761,0,1.4e-10,9.2449,0,-Inf
8.504,0,3.5535e-11,9.2494,0,-Inf
8.3272,0,2.1842e-11,9.0878,0,-Inf
8.1842,0,8.8963e-11,9.2814,0,-Inf
8.2823,0,6.043e-11,9.2009,0,-Inf
8.0831,NaN,NaN,9.167,0,-Inf
8.3699,0,6.7347e-11,9.289,0,-Inf
8.1402,NaN,NaN,9.227,0,-Inf
8.4647,0,7.01e-12,9.0327,0,-Inf
8.3959,0,7.1711e-11,9.2369,0,-Inf
8.1454,NaN,NaN,9.1731,0,-Inf
8.0171,NaN,NaN,9.1747,0,-Inf
8.1233,NaN,NaN,9.2555,0,-Inf
8.4993,0,5.067e-12,9.0292,0,-Inf
8.04,NaN,NaN,9.0228,0,-Inf
8.0067,NaN,NaN,9.1658,0,-Inf
8.2322,0,1.7639e-11,9.19,0,-Inf
8.0601,NaN,NaN,9.2118,0,-Inf
8.1357,NaN,NaN,9.2268,0,-Inf
8.0001,NaN,NaN,9.2179,0,-Inf
8.0345,NaN,NaN,9.1608,0,-Inf
8.1214,NaN,NaN,9.1893,0,-Inf
8.034,NaN,NaN,9.1825,0,-Inf
8.1995,0,2.0368e-11,9.2094,0,-Inf
8.3975,0,6.4197e-11,9.2275,0,-Inf
8.1884,0,7.2861e-11,9.23,0,-Inf
8.0522,NaN,NaN,9.1869,0,-Inf
8.1015,NaN,NaN,9.2143,0,-Inf
8.0233,NaN,NaN,9.2132,0,-Inf
8.2831,0,9.3971e-12,9.2544,0,-Inf
8.0322,NaN,NaN,9.1801,0,-Inf
8.4989,0,8.6284e-11,9.1176,0,-Inf
8.8028,0,0,8.6433,0,6.3056
8.014,NaN,NaN,9.2371,0,-Inf
8.0432,NaN,NaN,9.2013,0,-Inf
8.0618,NaN,NaN,9.1578,0,-Inf
8.1743,0,1.1973e-10,9.2828,0,-Inf
8.1315,NaN,NaN,9.219,0,-Inf
8.256,0,8.313e-11,9.1621,0,-Inf
8.0589,NaN,NaN,9.136,0,-Inf
8.0127,NaN,NaN,9.0313,0,-Inf
8.2472,0,1.2328e-10,9.2159,0,-Inf
8.0502,NaN,NaN,9.2161,0,-Inf
8.1059,NaN,NaN,9.2365,0,-Inf
8.2369,0,2.8997e-11,9.2135,0,-Inf
8.3847,2.974e-10,7.1666e-11,9.1758,0,-Inf
8.0432,NaN,NaN,9.1985,0,-Inf
8.3002,0,5.9989e-11,9.2298,0,-Inf
8.2153,0,6.4562e-11,9.2184,0,-Inf
8.0773,NaN,NaN,9.1739,0,-Inf
8.1362,NaN,NaN,9.0979,0,-Inf
8.0096,NaN,NaN,9.1803,0,-Inf
8.3643,0,9.0241e-12,8.9596,0,-Inf
8.312,3.641e-10,3.6519e-11,9.1564,0,-Inf
8.2703,0,2.9094e-11,9.256,0,6.339
8.0154,NaN,NaN,9.2108,0,-Inf
8.25,0,7.6107e-11,9.2687,0,-Inf
8.286,5.6464e-10,9.4458e-11,9.2577,0,-Inf
8.305,0,2.5997e-11,9.1718,0,-Inf
8.0184,NaN,NaN,9.2098,0,-Inf
8.3535,0,6.6252e-11,9.187,0,-Inf
8.0599,NaN,NaN,9.2489,0,-Inf
8.1886,0,1.0072e-10,9.2374,0,-Inf
8.1941,0,1.7401e-10,9.1945,0,-Inf
8.1825,0,2.5934e-11,9.2085,0,-Inf
8.2146,0,5.1279e-11,9.2362,0,-Inf
8.1521,NaN,NaN,9.2038,0,-Inf
8.1617,0,8.891e-11,9.2306,0,-Inf
8.2796,0,4.0859e-11,9.1938,0,-Inf
8.1449,NaN,NaN,9.154,0,-Inf
8.0503,NaN,NaN,9.1283,0,-Inf
8.052,NaN,NaN,9.1712,0,-Inf
8.1397,NaN,NaN,9.2578,0,-Inf
8.0219,NaN,NaN,9.213,0,-Inf
8.0362,NaN,NaN,9.1855,0,-Inf
8.0037,NaN,NaN,9.1492,0,-Inf
8.2594,0,2.1809e-11,9.1912,0,-Inf
8.132,NaN,NaN,9.1606,0,-Inf
8.1518,NaN,NaN,9.2573,0,-Inf
8.0244,NaN,NaN,9.2161,0,-Inf
8.0854,NaN,NaN,9.1921,0,-Inf
8.3906,0,1.7203e-11,9.1886,0,-Inf
8.0341,NaN,NaN,9.231,0,-Inf
8.1791,0,8.1012e-11,9.1893,0,-Inf
8.2691,0,2.5558e-11,9.1763,0,-Inf
8.1218,NaN,NaN,9.2351,0,-Inf
8.491,0,6.689e-12,9.1597,0,-Inf
8.0618,NaN,NaN,9.1936,0,-Inf
8.3694,0,4.6211e-11,9.2491,0,-Inf
8.3762,0,2.6424e-11,9.2928,0,-Inf
8.0685,NaN,NaN,9.1995,0,-Inf
8.2457,0,9.1475e-12,9.1883,0,-Inf
8.2014,0,1.0706e-10,9.2796,0,-Inf
8.2675,1.1429e-09,1.1664e-10,9.2474,0,-Inf
8.175,0,5.4883e-11,9.2049,0,-Inf
8.115,NaN,NaN,9.0331,0,-Inf
8.1349,NaN,NaN,9.1951,0,-Inf
8.05,NaN,NaN,9.227,0,-Inf
8.1294,NaN,NaN,9.1511,0,-Inf
8.2073,0,7.126e-11,9.224,0,-Inf
8.079,NaN,NaN,9.2716,0,-Inf
8.3811,0,3.4264e-11,9.1967,0,6.1643
8.1353,NaN,NaN,9.2224,0,-Inf
8.0888,NaN,NaN,9.2324,0,-Inf
8.3048,0,9.5241e-11,9.1888,0,-Inf
8.3542,0,1.2246e-10,9.2341,0,-Inf
8.0206,NaN,NaN,9.2224,0,-Inf
8.2477,0,2.4313e-11,9.2255,0,-Inf
8.3685,0,5.1354e-11,9.24,0,-Inf
8.1768,0,1.4717e-10,9.2933,0,-Inf
8.114,NaN,NaN,9.1935,0,-Inf
8.338,0,7.231e-11,9.1611,0,-Inf
8.2109,0,3.027e-11,9.3179,0,-Inf
8.2279,1.105e-09,8.0583e-11,9.2404,0,-Inf
8.1859,0,0,-Inf,0,-Inf
8.7102,0,3.1241e-12,8.4095,0,6.0526
8.1004,NaN,NaN,9.226,0,-Inf
8.1651,0,1.3962e-10,9.2079,0,-Inf
8.1036,NaN,NaN,9.1987,0,-Inf
8.1312,NaN,NaN,9.2131,0,-Inf
8.1381,NaN,NaN,9.2158,0,-Inf
8.0112,NaN,NaN,9.1333,0,-Inf
8.1293,NaN,NaN,9.2398,0,-Inf
8.1328,NaN,NaN,9.2028,0,-Inf
8.0625,NaN,NaN,9.2325,0,-Inf
8.2415,0,1.3291e-11,9.1777,0,-Inf
8.1137,NaN,NaN,9.215,0,-Inf
8.4243,0,3.1318e-11,9.2798,0,-Inf
8.2027,0,1.3942e-10,9.1581,0,-Inf
8.0126,NaN,NaN,9.1988,0,-Inf
8.0769,NaN,NaN,8.8305,0,-Inf
8.1058,NaN,NaN,9.2053,0,-Inf
8.0296,NaN,NaN,9.1685,0,-Inf
8.0593,NaN,NaN,9.1707,0,-Inf
8.2207,0,5.6508e-11,9.1348,0,-Inf
8.3373,0,9.9583e-11,9.2569,0,-Inf
8.0898,NaN,NaN,9.2365,0,-Inf
8.0739,NaN,NaN,9.0507,0,-Inf
8.1656,0,5.2132e-11,9.1995,0,-Inf
8.0758,NaN,NaN,9.2065,0,-Inf
8.3651,0,2.5717e-11,9.1683,0,-Inf
8.1455,NaN,NaN,9.178,0,-Inf
8.1718,0,2.1108e-11,9.2888,0,-Inf
8.1842,5.6575e-10,4.0039e-11,9.1424,0,-Inf
8.6044,0,1.7777e-11,9.2136,0,-Inf
8.1997,0,2.6506e-11,8.9791,0,-Inf
8.3387,0,5.5383e-11,9.1295,0,-Inf
8.0591,NaN,NaN,9.2195,0,-Inf
8.409,0,9.9967e-11,9.3095,0,6.266
8.0452,NaN,NaN,9.1038,0,-Inf
8.0411,NaN,NaN,9.231,0,-Inf
8.2537,1.0668e-09,2.1336e-11,9.1911,0,-Inf
8.0433,NaN,NaN,9.1243,0,-Inf
8.2611,0,9.6121e-11,9.2866,0,-Inf
8.0867,NaN,NaN,9.156,0,-Inf
8.0727,NaN,NaN,9.2092,0,-Inf
8.1982,0,9.5994e-11,9.2179,0,-Inf
8.0872,NaN,NaN,9.2105,0,-Inf
8.2319,0,7.3787e-11,9.2362,0,-Inf
8.0863,NaN,NaN,9.2302,0,-Inf
8.0234,NaN,NaN,9.2745,0,-Inf
8.1301,NaN,NaN,9.123,0,-Inf
8.1391,NaN,NaN,9.0848,0,-Inf
8.2074,0,0,-Inf,0,-Inf
8.144,NaN,NaN,9.2182,0,-Inf
8.1355,NaN,NaN,9.2811,0,-Inf
8.2448,0,4.235e-11,9.2072,0,-Inf
8.0929,NaN,NaN,9.0379,0,-Inf
8.0163,NaN,NaN,9.2746,0,-Inf
8.333,0,2.7083e-11,9.2145,0,-Inf
8.1983,0,8.1087e-11,9.2175,0,-Inf
8.1947,0,3.5287e-11,9.239,0,-Inf
8.0967,NaN,NaN,9.1553,0,-Inf
8.0787,NaN,NaN,9.1126,0,-Inf
8.2308,0,1.0714e-10,9.1257,0,-Inf
8.0729,NaN,NaN,9.2423,0,-Inf
8.2144,0,8.0583e-11,9.1231,0,-Inf
8.5112,0,2.885e-11,9.1039,0,-Inf
8.2331,0,1.2229e-10,9.2391,0,-Inf
8.203,0,4.5731e-11,9.2361,0,-Inf
8.2645,0,4.2262e-11,9.2432,0,-Inf
8.2452,0,1.8567e-10,9.1945,0,-Inf
8.1557,0,9.9657e-12,9.197,0,-Inf
8.4122,0,3.4276e-11,9.126,0,-Inf
8.2037,0,1.3203e-10,9.2649,0,-Inf
8.054,NaN,NaN,9.2141,0,-Inf
8.2135,0,5.8812e-11,9.1,0,-Inf
8.1362,NaN,NaN,9.185,0,-Inf
8.1632,8.044e-10,9.677e-11,9.2439,0,-Inf
8.3203,0,1.4264e-11,9.1034,0,-Inf
8.0441,NaN,NaN,9.1875,0,-Inf
8.032,NaN,NaN,9.1911,0,-Inf
8.2322,0,3.9653e-11,9.1714,0,-Inf
8.052,NaN,NaN,9.2041,0,-Inf
8.3062,0,2.8022e-11,9.3,0,-Inf
8.1544,0,1.2464e-10,9.2211,0,-Inf
8.1577,0,1.4434e-10,9.2178,0,-Inf
8.0476,NaN,NaN,9.1714,0,-Inf
8.2554,9.3719e-10,1.4244e-10,9.4002,0,-Inf
8.1776,0,7.8474e-11,9.2554,0,-Inf
8.0013,NaN,NaN,9.1459,0,-Inf
8.2006,0,1.061e-10,9.2917,0,-Inf
8.2753,0,2.8108e-11,9.1465,0,-Inf
8.1462,NaN,NaN,9.2442,0,-Inf
8.2223,0,1.1298e-10,9.18,0,-Inf
8.024,NaN,NaN,9.1832,0,-Inf
8.6894,0,2.7973e-12,8.7994,0,-Inf
8.2229,0,5.0008e-11,9.2355,0,-Inf
8.1746,0,7.6966e-11,9.2088,0,-Inf
8.0636,NaN,NaN,9.1628,0,-Inf
8.1416,NaN,NaN,9.2128,0,-Inf
8.2751,0,3.2074e-11,9.0785,0,-Inf
8.0229,NaN,NaN,9.1376,0,-Inf
8.0234,NaN,NaN,9.2298,0,-Inf
8.0348,NaN,NaN,9.1373,0,-Inf
8.1221,NaN,NaN,9.1546,0,-Inf
8.2672,0,6.1315e-11,9.2579,0,-Inf
8.22,0,4.2948e-11,9.1858,0,-Inf
8.3178,0,3.4454e-11,9.2652,0,-Inf
8.0257,NaN,NaN,9.2344,0,-Inf
8.3598,0,3.4066e-11,9.2042,0,-Inf
8.2945,4.4458e-10,7.914e-11,9.2559,0,-Inf
8.1127,NaN,NaN,9.2175,0,-Inf
8.112,NaN,NaN,9.2577,0,-Inf
8.2961,0,1.3349e-11,9.3114,0,-Inf
8.1376,NaN,NaN,9.2546,0,-Inf
8.2079,0,1.0133e-10,9.2177,0,-Inf
8.299,0,4.2597e-11,9.1793,0,-Inf
8.0003,NaN,NaN,9.1706,0,-Inf
8.4299,0,2.8238e-11,9.029,0,-Inf
8.091,NaN,NaN,9.2526,0,-Inf
8.3262,0,2.9528e-11,9.2038,0,-Inf
8.0758,NaN,NaN,9.236,0,-Inf
8.2728,0,1.2527e-10,9.2739,0,-Inf
8.0041,NaN,NaN,9.1806,0,-Inf
8.0329,NaN,NaN,9.2087,0,-Inf
8.3348,0,3.9429e-11,9.2621,0,-Inf
8.3027,0,3.6843e-11,9.0017,0,-Inf
8.1693,0,1.2669e-11,9.157,0,-Inf
8.1957,0,3.2686e-11,9.1178,0,-Inf
8.0372,NaN,NaN,8.4929,0,-Inf
8.0422,NaN,NaN,9.1945,0,-Inf
8.1351,NaN,NaN,9.086,0,-Inf
8.1248,NaN,NaN,9.2148,0,-Inf
8.3506,0,1.3385e-10,9.2586,0,-Inf
8.1634,0,0,-Inf,0,-Inf
8.1926,4.0074e-10,1.0785e-10,9.1933,0,-Inf
8.0092,NaN,NaN,9.277,0,-Inf
8.1832,0,4.5237e-11,9.2304,0,-Inf
8.031,NaN,NaN,9.2642,0,-Inf
8.035,NaN,NaN,9.1651,0,-Inf
8.279,0,1.0323e-10,9.161,0,-Inf
8.0984,NaN,NaN,9.1962,0,-Inf
8.0773,NaN,NaN,9.1804,0,-Inf
8.2443,0,6.3173e-11,9.3014,0,-Inf
8.0515,NaN,NaN,9.0886,0,-Inf
8.3511,0,6.2498e-11,9.2355,0,-Inf
8.1981,0,7.1607e-11,9.2372,0,-Inf
8.1917,4.1951e-10,8.3671e-11,9.2212,0,-Inf
8.243,0,7.4736e-11,9.2125,0,-Inf
8.4127,0,1.0881e-10,9.2566,0,-Inf
8.0401,NaN,NaN,9.1678,0,-Inf
8.0225,NaN,NaN,9.1519,0,-Inf
8.0988,NaN,NaN,9.2345,0,-Inf
8.2438,0,9.907e-11,9.2042,0,-Inf
8.246,0,8.3254e-11,9.2556,0,-Inf
8.2143,0,6.0519e-11,9.2847,0,-Inf
8.1584,0,5.65e-11,9.2265,0,-Inf
8.1305,NaN,NaN,9.2857,0,-Inf
8.2788,0,2.07e-10,9.2207,0,-Inf
8.1595,0,1.1492e-10,9.2277,0,-Inf
8.3559,0,0,9.0195,0,-Inf
8.0766,NaN,NaN,9.2037,0,-Inf
8.3449,3.4878e-10,6.0886e-11,9.1714,0,-Inf
8.2384,0,1.0643e-10,9.1804,0,-Inf
8.1933,0,3.2266e-11,9.1922,0,-Inf
8.2235,0,1.5242e-11,9.1504,0,-Inf
8.064,NaN,NaN,9.2596,0,-Inf
8.098,NaN,NaN,9.1931,0,-Inf
8.1659,0,7.5615e-11,9.1824,0,-Inf
8.1156,NaN,NaN,9.2358,0,-Inf
8.2381,0,1.1045e-10,9.2492,0,-Inf
8.1118,NaN,NaN,9.2161,0,-Inf
8.0623,NaN,NaN,9.2163,0,-Inf
8.0869,NaN,NaN,9.1751,0,-Inf
8.0431,NaN,NaN,9.2358,0,-Inf
8.1757,7.6099e-10,1.0117e-10,9.1471,0,-Inf
8.1554,0,1.0883e-11,9.2648,0,-Inf
8.208,0,4.7221e-11,9.2525,0,-Inf
8.0572,NaN,NaN,9.2467,0,-Inf
8.3053,0,2.7895e-11,9.2061,0,-Inf
8.0205,NaN,NaN,9.1768,0,-Inf
8.0132,NaN,NaN,9.1821,0,-Inf
8.1415,NaN,NaN,9.235,0,-Inf
8.3219,2.7101e-10,7.0993e-11,9.1255,0,-Inf
8.0696,NaN,NaN,9.2416,0,-Inf
8.0957,NaN,NaN,8.9076,0,-Inf
8.0683,NaN,NaN,9.1753,0,-Inf
8.0384,NaN,NaN,9.1545,0,-Inf
8.0371,NaN,NaN,9.2353,0,-Inf
8.1583,0,1.1177e-10,9.2487,0,-Inf
8.1929,0,1.7178e-10,9.1733,0,-Inf
8.1894,0,4.7502e-11,9.1762,0,-Inf
8.1356,NaN,NaN,9.1542,0,-Inf
8.0332,NaN,NaN,9.1701,0,-Inf
8.2799,0,1.9946e-11,9.2759,0,-Inf
8.231,0,5.9297e-11,9.2211,0,-Inf
8.0967,NaN,NaN,9.3679,0,-Inf
8.2583,0,8.6607e-11,9.2539,0,-Inf
8.3121,0,1.7394e-10,9.2686,0,-Inf
8.0806,NaN,NaN,9.2163,0,-Inf
8.0565,NaN,NaN,9.2383,0,-Inf
8.1894,0,2.7569e-11,9.1623,0,-Inf
8.3589,0,1.0696e-10,9.2797,0,-Inf
8.2477,0,4.7648e-11,9.1198,0,-Inf
8.116,NaN,NaN,8.9739,0,-Inf
9.1045,0,0,7.8211,0,6.3763
8.1414,NaN,NaN,9.1655,0,-Inf
8.0682,NaN,NaN,9.2379,0,-Inf
8.1168,NaN,NaN,9.2138,0,-Inf
8.0361,NaN,NaN,9.2371,0,-Inf
8.1785,5.21e-10,1.1988e-10,9.2155,0,-Inf
8.005,NaN,NaN,9.2264,0,-Inf
8.0176,NaN,NaN,9.2305,0,-Inf
8.2983,0,2.3007e-11,9.2683,0,-Inf
8.1436,NaN,NaN,9.2531,0,-Inf
8.0694,NaN,NaN,9.2105,0,-Inf
8.0622,NaN,NaN,9.0786,0,-Inf
8.1255,NaN,NaN,9.3015,0,-Inf
8.1959,0,1.1481e-10,9.208,0,-Inf
8.0009,NaN,NaN,9.1902,0,-Inf
8.0087,NaN,NaN,9.2278,0,-Inf
8.1524,NaN,NaN,9.1882,0,-Inf
8.4682,0,5.8025e-11,9.111,0,-Inf
8.2707,0,5.2792e-11,9.1919,0,-Inf
9.1235,0,1.1877e-12,8.1866,0,6.1646
8.0865,NaN,NaN,9.2018,0,-Inf
8.1205,NaN,NaN,9.1891,0,-Inf
8.1568,5.6526e-10,5.263e-11,9.2466,0,-Inf
8.3683,0,0,8.646,0,-Inf
8.0665,NaN,NaN,9.1841,0,-Inf
